=> [0] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2104] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2105] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2106] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2113] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2117] [5.315893121419779E-4, 0.08369835034433104] == [1.0, 0.0]
=> [2124] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2125] [1.550032095287701E-5, 0.9999909005383854] == [1.0, 0.0]
=> [2126] [1.5451772300001387E-5, 0.9999908079809259] == [1.0, 0.0]
=> [2127] [9.56995634519564E-5, 0.9968157651988109] == [1.0, 0.0]
=> [2128] [1.5504884022299326E-5, 0.9999909125391508] == [1.0, 0.0]
=> [2129] [1.55017514810174E-5, 0.9999909049235006] == [1.0, 0.0]
=> [2130] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2131] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2132] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2133] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2134] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2135] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2146] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2152] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2153] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2154] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2155] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2156] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2157] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2158] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2159] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2160] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2161] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2162] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2168] [1.5504883694006377E-5, 0.9999909125396638] == [1.0, 0.0]
=> [2179] [1.5490571948717502E-5, 0.9999908882271074] == [1.0, 0.0]
=> [2180] [1.550488006124562E-5, 0.9999909125179869] == [1.0, 0.0]
=> [2181] [1.5504883713268747E-5, 0.9999909125397162] == [1.0, 0.0]
=> [2182] [1.5504539967736708E-5, 0.9999909104390824] == [1.0, 0.0]
=> [2183] [1.5504880021999234E-5, 0.9999909125181312] == [1.0, 0.0]
=> [2184] [1.5504883719041906E-5, 0.9999909125397335] == [1.0, 0.0]
=> [2190] [1.5491522998567486E-5, 0.9999908912674764] == [1.0, 0.0]
=> [2201] [1.5490571948717502E-5, 0.9999908882271074] == [1.0, 0.0]
=> [2202] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2203] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2204] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2205] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2206] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2212] [1.549108086484896E-5, 0.9999908915763045] == [1.0, 0.0]
=> [2223] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2224] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2231] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2232] [1.55048837090499E-5, 0.9999909125397277] == [1.0, 0.0]
=> [2233] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2234] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2235] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2242] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2243] [1.550488359725044E-5, 0.9999909125393774] == [1.0, 0.0]
=> [2244] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2245] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2246] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2281] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2282] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2283] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2284] [1.5504883656813906E-5, 0.9999909125395181] == [1.0, 0.0]
=> [2285] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2335] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2348] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2349] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2350] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2351] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2352] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2353] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2354] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2355] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2356] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2357] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2359] [1.566050865592361E-5, 0.999989526044498] == [1.0, 0.0]
=> [2360] [1.9392313236721304E-5, 0.9999371184039991] == [1.0, 0.0]
=> [2361] [1.5504883707051498E-5, 0.9999909125396431] == [1.0, 0.0]
=> [2362] [1.612273529949526E-5, 0.999988136808836] == [1.0, 0.0]
=> [2363] [1.5716293735978937E-5, 0.9999904083518345] == [1.0, 0.0]
=> [2364] [7.854055183997843E-10, 5.369920186293342E-8] == [1.0, 0.0]
=> [2365] [1.5283998075987792E-5, 0.9999903760784252] == [1.0, 0.0]
=> [2366] [1.5335488807999287E-5, 0.9999906506500092] == [1.0, 0.0]
=> [2367] [6.351287627548441E-6, 0.9999436567440991] == [1.0, 0.0]
=> [2368] [4.1438501858226395E-6, 0.9998985066490275] == [1.0, 0.0]
=> [2392] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2393] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2394] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2395] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2396] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2408] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2409] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2410] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2411] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2412] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2441] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2442] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2443] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2444] [1.5504883717654128E-5, 0.9999909125397295] == [1.0, 0.0]
=> [2445] [1.550488371776515E-5, 0.9999909125397239] == [1.0, 0.0]
=> [2446] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2447] [1.372860184778446E-5, 0.9999788858487474] == [1.0, 0.0]
=> [2449] [1.5491322968408383E-5, 0.9999908668965991] == [1.0, 0.0]
=> [2452] [1.550488254842275E-5, 0.9999909125372866] == [1.0, 0.0]
=> [2458] [1.550488371920844E-5, 0.999990912539734] == [1.0, 0.0]
=> [2459] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2460] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2461] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2462] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2463] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2469] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2475] [1.2689799952270153E-4, 0.999522752266282] == [1.0, 0.0]
=> [2478] [1.552886071315429E-5, 0.9999908697679241] == [1.0, 0.0]
=> [2479] [1.5551327018470396E-5, 0.9999907561202086] == [1.0, 0.0]
=> [2480] [1.5503849693565552E-5, 0.9999909108992442] == [1.0, 0.0]
=> [2486] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2487] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2488] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2489] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2490] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2491] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2502] [1.7034787145875363E-6, 0.005198310569694609] == [1.0, 0.0]
=> [2504] [1.545954834014651E-5, 0.9999906716610617] == [1.0, 0.0]
=> [2505] [2.728114958094885E-5, 0.9987393600400792] == [1.0, 0.0]
=> [2508] [1.5498604983676945E-5, 0.9999908777265718] == [1.0, 0.0]
=> [2509] [1.5502424878355292E-5, 0.9999909029106322] == [1.0, 0.0]
=> [2511] [1.5504324966608696E-5, 0.999990909724289] == [1.0, 0.0]
=> [2512] [1.55048799576063E-5, 0.9999909125310502] == [1.0, 0.0]
=> [2519] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2520] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2521] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2522] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2523] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2524] [8.794396311184727E-6, 0.9244723111764398] == [1.0, 0.0]
=> [2525] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2526] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2527] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2528] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2529] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2535] [5.29284716277445E-7, 5.08410144444249E-4] == [1.0, 0.0]
=> [2536] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2537] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2538] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2539] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2540] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2541] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2542] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2543] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2544] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2545] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2547] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2548] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2549] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2550] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2551] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2552] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2553] [1.5504883709382966E-5, 0.9999909125396889] == [1.0, 0.0]
=> [2554] [1.550488371915293E-5, 0.9999909125397339] == [1.0, 0.0]
=> [2555] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2556] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2557] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2559] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2560] [1.5504883714656525E-5, 0.9999909125397219] == [1.0, 0.0]
=> [2561] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2562] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2563] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2575] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2576] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2577] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2578] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2579] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2586] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2587] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2588] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2589] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2590] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2608] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2609] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2610] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2611] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2612] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2630] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2631] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2632] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2633] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2634] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2636] [1.5503974564845535E-5, 0.9999909080872451] == [1.0, 0.0]
=> [2637] [1.5511792457290063E-5, 0.9999908793560203] == [1.0, 0.0]
=> [2638] [1.534622773363692E-5, 0.9999907582919842] == [1.0, 0.0]
=> [2639] [1.5504884756101234E-5, 0.9999909125139625] == [1.0, 0.0]
=> [2640] [1.5491746041707E-5, 0.9999908829128105] == [1.0, 0.0]
=> [2641] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2642] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2643] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2644] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2645] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2658] [1.5079491173630721E-5, 0.9999893917837284] == [1.0, 0.0]
=> [2660] [1.5381930570157465E-5, 0.9999842216045207] == [1.0, 0.0]
=> [2661] [1.550488044560483E-5, 0.9999909125244784] == [1.0, 0.0]
=> [2662] [1.5504877048433396E-5, 0.9999909125082127] == [1.0, 0.0]
=> [2663] [1.584404560112107E-5, 0.9999894427389617] == [1.0, 0.0]
=> [2664] [1.5498590716145344E-5, 0.9999908682982624] == [1.0, 0.0]
=> [2666] [4.830460931398717E-5, 0.9956294436278068] == [1.0, 0.0]
=> [2668] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2669] [2.3727542339979646E-5, 0.9999792883557952] == [1.0, 0.0]
=> [2670] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2671] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2672] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2673] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2674] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2675] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2676] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2677] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2678] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2679] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2680] [2.097319269627751E-4, 0.9932650037320812] == [1.0, 0.0]
=> [2686] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2687] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2688] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2689] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2690] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2691] [1.5505244716440547E-5, 0.9999909104533724] == [1.0, 0.0]
=> [2697] [1.6031606952737754E-5, 0.9999899269853268] == [1.0, 0.0]
=> [2698] [1.5504883719597018E-5, 0.999990912539733] == [1.0, 0.0]
=> [2699] [1.5503567501962134E-5, 0.9999909069354416] == [1.0, 0.0]
=> [2700] [1.568122706679942E-5, 0.9999901323818081] == [1.0, 0.0]
=> [2708] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2709] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2710] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2711] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2712] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2724] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2725] [1.585103773987795E-5, 0.9999873886670823] == [1.0, 0.0]
=> [2726] [1.550468588940035E-5, 0.999990911344605] == [1.0, 0.0]
=> [2727] [1.5504851165693E-5, 0.9999909123040914] == [1.0, 0.0]
=> [2728] [1.550883660278446E-5, 0.9999908958226014] == [1.0, 0.0]
=> [2729] [1.5504883715045104E-5, 0.9999909125397041] == [1.0, 0.0]
=> [2730] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2731] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2732] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2733] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2734] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2735] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2746] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2752] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2753] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2754] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2755] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2756] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2757] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2768] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2769] [1.5504161557378104E-5, 0.9999909091713681] == [1.0, 0.0]
=> [2770] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2771] [1.5504426577717112E-5, 0.9999909117022114] == [1.0, 0.0]
=> [2772] [1.5504883719097418E-5, 0.9999909125397329] == [1.0, 0.0]
=> [2773] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2779] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2780] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2791] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2792] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2793] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2794] [1.550488171092601E-5, 0.9999909125366921] == [1.0, 0.0]
=> [2795] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2796] [1.5504881137828885E-5, 0.9999909125341122] == [1.0, 0.0]
=> [2802] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2813] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2824] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2825] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2826] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2827] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2828] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2829] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2871] [2.9555451720952863E-5, 0.9996533896314382] == [1.0, 0.0]
=> [2872] [1.5504855251480265E-5, 0.9999909124077085] == [1.0, 0.0]
=> [2873] [1.550395480598432E-5, 0.9999909100453885] == [1.0, 0.0]
=> [2874] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2875] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2876] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2877] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2878] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2881] [1.57955075975047E-5, 0.9999893598658408] == [1.0, 0.0]
=> [2883] [1.5514937554972352E-5, 0.9999908588516198] == [1.0, 0.0]
=> [2885] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2886] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2887] [1.5501001291884364E-5, 0.9999908966222372] == [1.0, 0.0]
=> [2888] [1.5504607023708594E-5, 0.9999909117949581] == [1.0, 0.0]
=> [2889] [1.5504538009858404E-5, 0.9999909112708801] == [1.0, 0.0]
=> [2890] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2891] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2897] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2898] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2899] [1.550488371920844E-5, 0.9999909125397339] == [1.0, 0.0]
=> [2900] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2901] [1.550488371926395E-5, 0.9999909125397339] == [1.0, 0.0]
=> [2902] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2913] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2924] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2935] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2946] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2957] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2958] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2959] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2960] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2961] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2962] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2968] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2969] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2970] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2971] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2972] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2973] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2979] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2990] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [2991] [2.8231485051377625E-6, 0.12731189824030187] == [1.0, 0.0]
=> [2992] [1.550447796799803E-5, 0.9999909119482469] == [1.0, 0.0]
=> [2993] [1.5460367823572074E-5, 0.9999908457908422] == [1.0, 0.0]
=> [2995] [1.4818295474949839E-5, 0.9999867402456971] == [1.0, 0.0]
=> [3001] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3002] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3003] [1.440856494067111E-5, 0.06386466309929972] == [1.0, 0.0]
=> [3004] [1.550486742896151E-5, 0.9999909125147445] == [1.0, 0.0]
=> [3005] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3006] [1.553270172161003E-5, 0.9998786246204232] == [1.0, 0.0]
=> [3007] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3008] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3009] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3010] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3011] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3012] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3013] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3014] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3015] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3016] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3017] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3018] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3024] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3035] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3046] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3052] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3053] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3054] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3055] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3056] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3057] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3068] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3079] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3090] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3096] [1.935198022567919E-5, 0.9999364266618502] == [1.0, 0.0]
=> [3097] [1.5506753268001994E-5, 0.9999909092087967] == [1.0, 0.0]
=> [3098] [1.5504015282830075E-5, 0.9999909096104214] == [1.0, 0.0]
=> [3099] [1.550765704938506E-5, 0.9999909068090775] == [1.0, 0.0]
=> [3100] [2.1140100040673016E-5, 0.9999356485369287] == [1.0, 0.0]
=> [3101] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3103] [1.5504946914324247E-5, 0.9999909123382388] == [1.0, 0.0]
=> [3105] [1.550605583588993E-5, 0.9999908856058596] == [1.0, 0.0]
=> [3106] [6.98180593902975E-4, 0.7240642798721024] == [1.0, 0.0]
